standard_ID,element,measured_conc,standard_conc,configuration,measured_ca,standard_ca,measured_ratio,standard_ratio,measured_ratio_log,standard_ratio_log,ratio_id_log
NCS DC60117 Siliceous Sand and Ore,Si,211684.23,441367,"Dry, WS 10 x 15 mm",693.8933333333333,672,305.06739268283314,656.796130952381,5.720532711815277,6.487373667366271,log(Si/Ca)
NCS DC60117 Siliceous Sand and Ore,Ti,108.615,114,"Dry, WS 10 x 15 mm",693.8933333333333,672,0.1565298220667922,0.16964285714285715,-1.8545087308181516,-1.7740598921286541,log(Ti/Ca)
NCS DC71306 Rock,Ba,19.283333333333335,44.3,"Dry, WS 10 x 15 mm",108011.16166666668,214553,1.7853093176466004e-4,2.0647578919893918e-4,-8.630748684560098,-8.485327396025426,log(Ba/Ca)
NCS DC71306 Rock,Cr,2.7333333333333334,2.6,"Dry, WS 10 x 15 mm",108011.16166666668,214553,2.5306026628698573e-5,1.211821787623571e-5,-10.584467983929576,-11.32080062804908,log(Cr/Ca)
NCS DC71306 Rock,Fe,371.6,1329,"Dry, WS 10 x 15 mm",108011.16166666668,214553,0.003440385181179655,0.006194273675968176,-5.67217184259199,-5.084130014363271,log(Fe/Ca)
NCS DC71306 Rock,K,28.493333333333332,315,"Dry, WS 10 x 15 mm",108011.16166666668,214553,2.637998971001407e-4,0.0014681687042362493,-8.240319707748837,-6.523739434250882,log(K/Ca)
NCS DC71306 Rock,Mg,64338.10666666667,131498,"Dry, WS 10 x 15 mm",108011.16166666668,214553,0.5956616489805058,0.612892851649709,-0.5180824761740218,-0.4895651517176945,log(Mg/Ca)
NCS DC71306 Rock,Mn,36.99333333333333,77,"Dry, WS 10 x 15 mm",108011.16166666668,214553,3.424954677137765e-4,3.5888568325774983e-4,-7.979252133302028,-7.932506651222832,log(Mn/Ca)
NCS DC71306 Rock,P,27.288333333333338,26,"Dry, WS 10 x 15 mm",108011.16166666668,214553,2.526436426778547e-4,1.2118217876235708e-4,-8.283530589108327,-9.018215535055033,log(P/Ca)
NCS DC71306 Rock,Pb,4.5600000000000005,4.44,"Dry, WS 10 x 15 mm",108011.16166666668,214553,4.221785905860933e-5,2.0694187450187136e-5,-10.072667226005379,-10.785657696632382,log(Pb/Ca)
NCS DC71306 Rock,Si,2117.826666666667,2899,"Dry, WS 10 x 15 mm",108011.16166666668,214553,0.01960747976401266,0.013511812932002815,-3.9318441649314004,-4.30419094415486,log(Si/Ca)
NCS DC71306 Rock,Sr,6.465,27,"Dry, WS 10 x 15 mm",108011.16166666668,214553,5.985492517848887e-5,1.2584303179167852e-4,-9.723586837307852,-8.980475207072187,log(Sr/Ca)
NCS DC71306 Rock,Ti,50.068333333333335,90,"Dry, WS 10 x 15 mm",108011.16166666668,214553,4.6354777192239864e-4,4.194767726389284e-4,-7.676601110475744,-7.77650240274625,log(Ti/Ca)
NCS DC71306 Rock,U,1.1333333333333333,0.16,"Dry, WS 10 x 15 mm",108011.16166666668,214553,1.0492742748484772e-5,7.457364846914282e-7,-11.464826706577668,-14.108893536824826,log(U/Ca)
NCS DC71306 Rock,V,40.5,21,"Dry, WS 10 x 15 mm",108011.16166666668,214553,3.7496124821791176e-4,9.787791361574996e-5,-7.88868787541918,-9.231789635353092,log(V/Ca)
NCS DC71306 Rock,Zn,3.8583333333333334,11.7,"Dry, WS 10 x 15 mm",108011.16166666668,214553,3.57216168569739e-5,5.4531980443060686e-5,-10.239754538227485,-9.816723231272805,log(Zn/Ca)
NCS DC71306 Rock,Zr,0.59,3,"Dry, WS 10 x 15 mm",108011.16166666668,214553,5.462398430828838e-6,1.3982559087964279e-5,-12.117622591614046,-11.177699784408405,log(Zr/Ca)
NCS DC73301 Rock,Cr,46.00666666666667,5,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.008224143360607117,4.5134500812421015e-4,-4.800681138440826,-7.7032785261589485,log(Cr/Ca)
NCS DC73301 Rock,Cu,6.366666666666666,3.2,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.00113810417466741,2.8886080519949453e-4,-6.778391405580697,-8.149565628787368,log(Cu/Ca)
NCS DC73301 Rock,Fe,5038.968333333333,7204,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.9007650622277823,0.650297887705362,-0.10451080761999121,-0.4303247322972025,log(Fe/Ca)
NCS DC73301 Rock,K,20571.016666666663,41591,"Dry, WS 10 x 15 mm",5594.098333333333,11078,3.677271195626104,3.754378046578805,1.3021709541890383,1.3229226380962542,log(K/Ca)
NCS DC73301 Rock,Mg,563.5333333333333,2533,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.10073711610956665,0.22865138111572486,-2.2952409661384543,-1.475556788591374,log(Mg/Ca)
NCS DC73301 Rock,Mn,215.78333333333333,463,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.0385733893963847,0.04179454775230186,-3.2551926341286253,-3.174989384506815,log(Mn/Ca)
NCS DC73301 Rock,P,33.55,177,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.005997391894255225,0.015977613287597038,-5.116430588547481,-4.13656670601922,log(P/Ca)
NCS DC73301 Rock,Pb,17.256666666666668,31,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.003084798592802713,0.002798339050370103,-5.781268909719471,-5.878729234107903,log(Pb/Ca)
NCS DC73301 Rock,Si,157864.29,340480,"Dry, WS 10 x 15 mm",5594.098333333333,11078,28.21979175077068,30.734789673226214,3.3400235669066767,3.4253952271023125,log(Si/Ca)
NCS DC73301 Rock,Sr,30.256666666666668,106,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.005408676226940356,0.009568514172233256,-5.219750906094745,-4.649277344480982,log(Sr/Ca)
NCS DC73301 Rock,Ti,731.1166666666667,2,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.13069428227784102,1.8053800324968405e-4,-2.0348944062267043,-8.619569258033104,log(Ti/Ca)
NCS DC73301 Rock,U,74.75666666666666,18.8,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.013363488128411519,0.0016970572305470301,-4.315229057495084,-6.378859568757146,log(U/Ca)
NCS DC73301 Rock,V,18.76,24,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.0033535341858786302,0.002166456038996209,-5.697740508387093,-6.134662608245104,log(V/Ca)
NCS DC73301 Rock,Zn,8.548333333333334,28,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.0015280985109605094,0.002527532045495577,-6.48373111979205,-5.980511928417846,log(Zn/Ca)
NCS DC73301 Rock,Zr,64.82,167,"Dry, WS 10 x 15 mm",5594.098333333333,11078,0.01158721140344631,0.01507492327134862,-4.457853254251771,-4.194722626176294,log(Zr/Ca)
NCS DC73305 Rock,Cr,68.585,99,"Dry, WS 10 x 15 mm",1523.1916666666666,4288,0.04502716335764267,0.02308768656716418,-3.1004893411533896,-3.768455852616048,log(Cr/Ca)
NCS DC73305 Rock,Cu,8.47,42,"Dry, WS 10 x 15 mm",1523.1916666666666,4288,0.005560692186910162,0.009794776119402986,-5.192032684419797,-4.625906084467269,log(Cu/Ca)
NCS DC73305 Rock,Fe,13907.235,9722,"Dry, WS 10 x 15 mm",1523.1916666666666,4288,9.1303250302271,2.267257462686567,2.2116012942171355,0.8185709348547628,log(Fe/Ca)
